address,rom_name,status,python_equivalent,evidence,confidence
0x4280E,door_traverse_right,partial,players._push_movable_wall (players.py:4237),"Merged into players._push_movable_wall (players.py:4237, docstring 'Push a movable wall one pixel, as 0x4280E-0x42A64 does'), but the port probes with the player mob_probe_* family instead of the ROM's ray_march_* path (0x5E10C/0x5E1D8/0x5E2A2/0x5E35E) that the wall-push arms actually use; blocking semantics can differ at row-0/wrap edges.",medium
0x428A4,door_traverse_left,partial,players._push_movable_wall (players.py:4237),"Merged into players._push_movable_wall (players.py:4237, docstring 'Push a movable wall one pixel, as 0x4280E-0x42A64 does'), but the port probes with the player mob_probe_* family instead of the ROM's ray_march_* path (0x5E10C/0x5E1D8/0x5E2A2/0x5E35E) that the wall-push arms actually use; blocking semantics can differ at row-0/wrap edges.",medium
0x4293A,door_traverse_up,partial,players._push_movable_wall (players.py:4237),"Merged into players._push_movable_wall (players.py:4237, docstring 'Push a movable wall one pixel, as 0x4280E-0x42A64 does'), but the port probes with the player mob_probe_* family instead of the ROM's ray_march_* path (0x5E10C/0x5E1D8/0x5E2A2/0x5E35E) that the wall-push arms actually use; blocking semantics can differ at row-0/wrap edges.",medium
0x429D0,door_traverse_down,partial,players._push_movable_wall (players.py:4237),"Merged into players._push_movable_wall (players.py:4237, docstring 'Push a movable wall one pixel, as 0x4280E-0x42A64 does'), but the port probes with the player mob_probe_* family instead of the ROM's ray_march_* path (0x5E10C/0x5E1D8/0x5E2A2/0x5E35E) that the wall-push arms actually use; blocking semantics can differ at row-0/wrap edges.",medium
0x42A66,g2mainloop,complete,gauntpy/src/gauntpy/mainloop.py :: mainloop.py (module) / mainloop.game_frame,Module-level port; mainloop.py:1 docstring is 'The main loop -- g2mainloop (0x42A66)'. game_frame lists all 28 main-loop calls with ROM addresses (mainloop.py:63-108); tests/test_mainloop.py checks that order against doc/generated/main_loop_contracts.csv.,high
0x42B6A,coincheck,complete,gauntpy/src/gauntpy/session.py :: coincheck,"Direct port: the ROM address is annotated on the porting function's docstring/comment in session.py, the gauntpy convention for a one-to-one transcription.",high
0x42D0A,sound_response,complete,gauntpy/src/gauntpy/mainloop.py :: sound_response,"Direct port: the ROM address is annotated on the porting function's docstring/comment in mainloop.py, the gauntpy convention for a one-to-one transcription.",high
0x42DC8,sound_system_reset,complete,gauntpy/src/gauntpy/subsystems/sound.py :: sound_system_reset,"Direct port: the ROM address is annotated on the porting function's docstring/comment in sound.py, the gauntpy convention for a one-to-one transcription.",high
0x42DF4,character_select_input_update,complete,gauntpy/src/gauntpy/mainloop.py :: character_select_input_update,"Direct port: the ROM address is annotated on the porting function's docstring/comment in mainloop.py, the gauntpy convention for a one-to-one transcription.",high
0x42E9A,maze_randomplace,complete,gauntpy/src/gauntpy/maze.py :: maze.maze_randomplace (maze.py:975),"Direct port of the getrandom(0x3E0)+0x20 then +0x51 mod 0x400 empty-cell walk, including the HIDDENPOT picture draw 0xA728 + (getrandom(6) << 2).",high
0x42F86,eeprom_load_config,complete,gauntpy/src/gauntpy/subsystems/eeprom.py :: eeprom_load_config,"Direct port: the ROM address is annotated on the porting function's docstring/comment in eeprom.py, the gauntpy convention for a one-to-one transcription.",high
0x43192,eeprom_write,complete,gauntpy/src/gauntpy/subsystems/eeprom.py :: eeprom_write,"Direct port: the ROM address is annotated on the porting function's docstring/comment in eeprom.py, the gauntpy convention for a one-to-one transcription.",high
0x431EE,eeprom_periodic_write,complete,gauntpy/src/gauntpy/subsystems/eeprom.py :: eeprom_periodic_write,"Direct port: the ROM address is annotated on the porting function's docstring/comment in eeprom.py, the gauntpy convention for a one-to-one transcription.",high
0x4327A,one_time_init,complete,gauntpy/src/gauntpy/boot.py :: boot.one_time_init (boot.py),Direct port; boot.py:43 cites init_display 0x434C2-0x434EC and boot.py:82-85 the 0x43320 clears. tests/test_boot.py covers it.,high
0x43360,player_resetcounters,complete,gauntpy/src/gauntpy/subsystems/players.py :: player_resetcounters,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x4341E,player_resetall,complete,gauntpy/src/gauntpy/session.py :: player_resetall,"Direct port: the ROM address is annotated on the porting function's docstring/comment in session.py, the gauntpy convention for a one-to-one transcription.",high
0x43486,init_display,complete,gauntpy/src/gauntpy/display.py :: display.init_alpha_color_ram / maze palette half (maze.py:571),"MERGED: the palette half runs from maze.py:571 ('Run the palette half of init_display for a decoded maze', fixed 128-word TITLE palette read at maze.py:163); the alpha half from boot.py:43 and attract.py:552/567.",high
0x436CC,get_random_maze_flags,complete,gauntpy/src/gauntpy/maze.py :: get_random_maze_flags,"Direct port: the ROM address is annotated on the porting function's docstring/comment in maze.py, the gauntpy convention for a one-to-one transcription.",high
0x436FE,maze_load_pickup_config,complete,gauntpy/src/gauntpy/maze.py :: maze.maze_load_pickup_config (maze.py:1263),Direct port with disassembly-verified tier rules (maze.py:1276-1336) that correct doc/04 5.5.,high
0x43826,slapstic_cmd_bitwise,unnecessary,none,"Slapstic bank-switch command leaf. gauntpy reads maze records through gex decode (maze.find_maze / decode_maze), so ROM bank paging has no counterpart.",high
0x438AE,maze_new_level_setup,complete,gauntpy/src/gauntpy/subsystems/exits.py :: maze_new_level_setup,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x43D8C,maze_scan_objects,complete,gauntpy/src/gauntpy/subsystems/exits.py :: maze_scan_objects,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x43F68,maze_addrandompickups,partial,maze.place_deferred_thief_pickups (maze.py:989) + maze.maze_randomplace (maze.py:975),"PARTIAL: only the tail is ported. place_deferred_thief_pickups' own docstring cites 0x44166-0x441A6 (returned thief/mugger loot + special_bonus_score recovery). The head -- difficulty/header-scaled random pickup placement and the guaranteed-hidden-potion pity drop at 0x43F8E-0x43FA6 -- is absent. state.level_next_potion (0x904B7E) is cleared at boot.py:85 and decremented at exits.py:1115 but never read; grep shows no maze_randomplace(HIDDENPOT) call anywhere, so HIDDENPOT only arises from decoded maze tokens and shot prizes (shots.py:987). MISSING GAMEPLAY inside a partial port.",high
0x44204,start_attract_to_game,complete,gauntpy/src/gauntpy/session.py :: start_attract_to_game,"Direct port: the ROM address is annotated on the porting function's docstring/comment in session.py, the gauntpy convention for a one-to-one transcription.",high
0x4438E,load_attract_display_tilemap,complete,gauntpy/src/gauntpy/maze.py :: load_attract_display_tilemap,"Direct port: the ROM address is annotated on the porting function's docstring/comment in maze.py, the gauntpy convention for a one-to-one transcription.",high
0x44414,start_attract_screen,complete,gauntpy/src/gauntpy/subsystems/attract.py :: start_attract_screen,"Direct port: the ROM address is annotated on the porting function's docstring/comment in attract.py, the gauntpy convention for a one-to-one transcription.",high
0x44562,main_attract,complete,gauntpy/src/gauntpy/subsystems/attract.py :: main_attract,"Direct port: the ROM address is annotated on the porting function's docstring/comment in attract.py, the gauntpy convention for a one-to-one transcription.",high
0x449CC,attract_noop_hook,unnecessary,none,Deliberate no-op hook (rts only) in the attract chain.,high
0x449D4,attract_demo_init,complete,gauntpy/src/gauntpy/subsystems/attract.py :: attract_demo_init,"Direct port: the ROM address is annotated on the porting function's docstring/comment in attract.py, the gauntpy convention for a one-to-one transcription.",high
0x44A82,game_playfield_init,complete,gauntpy/src/gauntpy/maze.py :: maze.load_attract_display_tilemap (maze.py:130),MERGED: the tilemap load is ported; the raw 0x901480 word writes and the OS vector 0x1D8/0x1DC clears are hardware and intentionally absent.,medium-high
0x44AC2,maze_setupnew,complete,gauntpy/src/gauntpy/maze.py :: maze.load_level (maze.py:1343) + maze.decode_maze,"MERGED: decode + placement + row-0 fill + pickup-config ordering are reproduced in load_level, whose docstring walks maze_new_level_setup's steps 4-10 and cites 0x44B30-0x44B4E.",high
0x44C7E,show_continue_prompt,complete,gauntpy/src/gauntpy/subsystems/players.py :: show_continue_prompt,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x44DB4,show_level_start_screen,complete,gauntpy/src/gauntpy/subsystems/exits.py :: show_level_start_screen,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x4526A,maze_show,complete,gauntpy/src/gauntpy/display.py :: maze_show,"Direct port: the ROM address is annotated on the porting function's docstring/comment in display.py, the gauntpy convention for a one-to-one transcription.",high
0x4529A,maze_hide,complete,gauntpy/src/gauntpy/subsystems/score.py :: maze_hide,"Direct port: the ROM address is annotated on the porting function's docstring/comment in score.py, the gauntpy convention for a one-to-one transcription.",high
0x452D0,setup_infopanel,complete,gauntpy/src/gauntpy/subsystems/score.py :: setup_infopanel,"Direct port: the ROM address is annotated on the porting function's docstring/comment in score.py, the gauntpy convention for a one-to-one transcription.",high
0x457C0,main_score_display,complete,gauntpy/src/gauntpy/mainloop.py :: main_score_display,"Direct port: the ROM address is annotated on the porting function's docstring/comment in mainloop.py, the gauntpy convention for a one-to-one transcription.",high
0x45866,player_it_label_set,complete,"gauntpy/src/gauntpy/subsystems/monsters.py :: score.write_it_labels, called from monsters._it_tag (monsters.py:2046)",MERGED ALIAS: paired with 0x4590E in one write_it_labels call.,high
0x4590E,player_it_label_clear,complete,"gauntpy/src/gauntpy/subsystems/monsters.py :: score.write_it_labels, called from monsters._it_tag (monsters.py:2046)",MERGED ALIAS: monsters.py:2037 names 0x4590E as the label clear paired with 0x45866's set; both are one write_it_labels call.,high
0x45940,draw_player_score,complete,gauntpy/src/gauntpy/subsystems/score.py :: draw_player_score,"Direct port: the ROM address is annotated on the porting function's docstring/comment in score.py, the gauntpy convention for a one-to-one transcription.",high
0x459A2,draw_player_health,complete,gauntpy/src/gauntpy/subsystems/score.py :: draw_player_health,"Direct port: the ROM address is annotated on the porting function's docstring/comment in score.py, the gauntpy convention for a one-to-one transcription.",high
0x45ACA,player_inv_update,complete,gauntpy/src/gauntpy/subsystems/players.py :: player_inv_update,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x45BE8,string_length,unnecessary,none,C-runtime utility supplied by Python builtins / list slicing. (string_length),high
0x45C00,main_open_doors,complete,gauntpy/src/gauntpy/subsystems/maze_objects.py :: main_open_doors,"Direct port: the ROM address is annotated on the porting function's docstring/comment in maze_objects.py, the gauntpy convention for a one-to-one transcription.",high
0x45E40,maze_place_object,complete,gauntpy/src/gauntpy/maze.py :: maze_place_object,"Direct port: the ROM address is annotated on the porting function's docstring/comment in maze.py, the gauntpy convention for a one-to-one transcription.",high
0x462AE,dragon_reserve_footprint_cell,complete,gauntpy/src/gauntpy/maze.py :: maze._create_generic footprint reservation (maze.py:1109-1133),MERGED: 'Dragons also reserve the other three cells of their 2x2 footprint exactly...' then state.mobs.picture[reserved] = 0x8002 at maze.py:1133.,high
0x4631C,maze_tile_write_at,complete,gauntpy/src/gauntpy/maze.py :: maze_tile_write_at,"Direct port: the ROM address is annotated on the porting function's docstring/comment in maze.py, the gauntpy convention for a one-to-one transcription.",high
0x4664C,main_handle_death,complete,gauntpy/src/gauntpy/mainloop.py :: main_handle_death,"Direct port: the ROM address is annotated on the porting function's docstring/comment in mainloop.py, the gauntpy convention for a one-to-one transcription.",high
0x466F6,main_health_countdown,complete,gauntpy/src/gauntpy/subsystems/players.py :: main_health_countdown,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x46C5E,scroll_to_slot,partial,camera.snap_camera (camera.py:155) -- nearest equivalent only,"PARTIAL: snap_camera centres on the party, not on an arbitrary packed slot. No slot-parameterised entry exists. maze.load_level's docstring (maze.py:1370-1376) explicitly defers 'scroll-to-slot camera centering' to another work package. No address or name reference in src or tests.",medium
0x46CAA,main_scroll_playfield,complete,gauntpy/src/gauntpy/mainloop.py :: main_scroll_playfield,"Direct port: the ROM address is annotated on the porting function's docstring/comment in mainloop.py, the gauntpy convention for a one-to-one transcription.",high
0x46F56,set_scroll_pos,complete,gauntpy/src/gauntpy/camera.py :: camera.set_scroll_pos,Direct port.,high
0x46FEA,main_handle_potions,complete,gauntpy/src/gauntpy/mainloop.py :: main_handle_potions,"Direct port: the ROM address is annotated on the porting function's docstring/comment in mainloop.py, the gauntpy convention for a one-to-one transcription.",high
0x4715E,main_score_update,complete,gauntpy/src/gauntpy/subsystems/score.py :: main_score_update,"Direct port: the ROM address is annotated on the porting function's docstring/comment in score.py, the gauntpy convention for a one-to-one transcription.",high
0x474F6,main_handle_shots,complete,gauntpy/src/gauntpy/subsystems/shots.py :: main_handle_shots,"Direct port: the ROM address is annotated on the porting function's docstring/comment in shots.py, the gauntpy convention for a one-to-one transcription.",high
0x47C0E,tport_cycle_start,complete,gauntpy/src/gauntpy/subsystems/shots.py :: tport_cycle_start,"Direct port: the ROM address is annotated on the porting function's docstring/comment in shots.py, the gauntpy convention for a one-to-one transcription.",high
0x47CFE,handle_tport,complete,gauntpy/src/gauntpy/subsystems/players.py :: handle_tport,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x47DAE,shot_impact_spawn,complete,gauntpy/src/gauntpy/subsystems/shots.py :: shot_impact_spawn,"Direct port: the ROM address is annotated on the porting function's docstring/comment in shots.py, the gauntpy convention for a one-to-one transcription.",high
0x47FAC,open_timed_doors,complete,gauntpy/src/gauntpy/subsystems/players.py :: open_timed_doors,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x4800C,main_start_game,complete,gauntpy/src/gauntpy/subsystems/exits.py :: main_start_game,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x486FE,secret_check,complete,gauntpy/src/gauntpy/subsystems/exits.py :: secret_check,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x48754,speech_welcome,complete,gauntpy/src/gauntpy/subsystems/players.py :: speech_welcome,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x487CA,player_lowhealth,complete,gauntpy/src/gauntpy/subsystems/players.py :: player_lowhealth,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x488CA,player_coindrop,complete,gauntpy/src/gauntpy/session.py :: player_coindrop,"Direct port: the ROM address is annotated on the porting function's docstring/comment in session.py, the gauntpy convention for a one-to-one transcription.",high
0x489B8,remove_dying_player_sprites,complete,gauntpy/src/gauntpy/subsystems/exits.py :: exits.player_exit_sequence sprite teardown (exits.py:1055-1081),"MERGED: unlinks the exit anim slot (exits.py:1061) and the hero slot (1073) and zeroes player.anim_counter (1079, '# 0x52DAE'). The ROM calls this from five sites inside show_level_end_bonus_screen (0x4D6A6/0x4D6F2/0x4D7C0/0x4D816/0x4D846) per control_targets.csv; the port performs the equivalent teardown on the exit path instead.",medium
0x48A36,player_join_finalize,complete,gauntpy/src/gauntpy/subsystems/players.py :: player_join_finalize,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
