address,size_bytes,flag_name,matching_catalog_rows,matching_header_rows,status,confidence
0x57212,16,player_color_name_ptrs,player_color_name_ptrs,,exact_catalog_match,Verified
0x57222,32,player_color_name_strings,player_color_name_strings,,exact_catalog_match,Verified
0x57242,16,character_name_ptrs,character_name_ptrs,,exact_catalog_match,Verified
0x57252,40,character_name_strings,character_name_strings,,exact_catalog_match,Verified
0x5727A,184,level_start_message_strings,level_start_message_strings,,exact_catalog_match,Verified
0x57332,14,dead_header_byte_block,dead_header_byte_block,,exact_catalog_match,Verified
0x57340,16,character_hud_text_ptrs,character_hud_text_ptrs,,exact_catalog_match,Verified
0x57350,8,player_text_palette_words,player_text_palette_words,,exact_catalog_match,Verified
0x57358,8,dead_position_word_block,dead_position_word_block,,exact_catalog_match,Verified
0x57360,28,challenge_timer_base,challenge_timer_base,,exact_catalog_match,Verified
0x5737C,28,challenge_timer_random_minutes,challenge_timer_random_minutes,,exact_catalog_match,Verified
0x57398,60,challenge_shared_qualifier_text,challenge_shared_qualifier_text,,exact_catalog_match,Verified
0x573D4,112,challenge_qualifier_descs,challenge_qualifier_descs,,exact_catalog_match,Verified
0x57444,104,challenge_unique_qualifier_text,challenge_unique_qualifier_text,,exact_catalog_match,Verified
0x574AC,8,challenge_it_desc,challenge_it_desc,,exact_catalog_match,Verified
0x574B4,4,challenge_it_text,challenge_it_text,,exact_catalog_match,Verified
0x574B8,102,character_glyph_rows,character_glyph_rows,,exact_catalog_match,Verified
0x5751E,2,pad_5751e,ui_status_strings,,exact_catalog_match,Verified
0x57520,88,ui_status_strings,"UI strings: ""SELECT HERO"", ""PRESS START"", ""ADD COIN"", ""INSERT COIN"", ""GAME OVER"", ""ON LEVEL:""; exact range 0x57520–0x57577",,exact_catalog_match,Verified
0x57578,192,dip_switch_display_records,DIP-switch display records; exact range 0x57578–0x57637,,exact_catalog_match,Verified
0x57638,12,continue_screen_header,"Continue-screen header data and NUL-terminated ""LEVEL:"" label",,exact_catalog_match,Verified
0x57644,20,continue_blank_line,continue_blank_line,,exact_catalog_match,Verified
0x57658,20,continue_press_start,continue_press_start,,exact_catalog_match,Verified
0x5766C,20,continue_within_seconds,continue_within_seconds,,exact_catalog_match,Verified
0x57680,20,continue_game_line,continue_game_line,,exact_catalog_match,Verified
0x57694,20,continue_level_line,continue_level_line,,exact_catalog_match,Verified
0x576A8,14,heartbeat_mask_table,heartbeat_mask_table,,exact_catalog_match,Verified
0x576B6,28,score_star_picture_cycle,score_star_picture_cycle,,exact_catalog_match,Verified
0x576D2,8,score_effect_picture_cycle_a,score_effect_picture_cycle_a,,exact_catalog_match,Verified
0x576DA,8,score_effect_picture_cycle_b,score_effect_picture_cycle_b,,exact_catalog_match,Verified
0x576E2,176,shot_velocity_x,shot_velocity_x,,exact_catalog_match,Verified
0x57792,176,shot_velocity_y,shot_velocity_y,,exact_catalog_match,Verified
0x57842,16,player_power_palette_handler_ptrs,player_power_palette_handler_ptrs,,exact_catalog_match,Verified
0x57852,16,player_hurt_palette_handler_ptrs,player_hurt_palette_handler_ptrs,,exact_catalog_match,Verified
0x57862,64,health_per_coin_table,health_per_coin_table,,exact_catalog_match,Verified
0x578A2,16,spawn_candidate_column_delta,spawn_candidate_column_delta,,exact_catalog_match,Verified
0x578B2,16,spawn_candidate_row_delta,spawn_candidate_row_delta,,exact_catalog_match,Verified
0x578C2,24,shot_counter_reload,shot_counter_reload,,exact_catalog_match,Verified
0x578DA,16,random_item_group_ptrs,random_item_group_ptrs,,exact_catalog_match,Verified
0x578EA,8,random_item_group_counts,random_item_group_counts,,exact_catalog_match,Verified
0x578F2,24,score_spin_picture_cycle,score_spin_picture_cycle,,exact_catalog_match,Verified
0x5790A,16,start_game_player_count_sounds,start_game_player_count_sounds,,exact_catalog_match,Verified
0x5791A,24,random_item_group_values,random_item_group_values,,exact_catalog_match,Verified
0x57932,16,player_transition_sound_ids,player_transition_sound_ids,,exact_catalog_match,Verified
0x57942,16,heartbeat_sound_table,heartbeat_sound_table,,exact_catalog_match,Verified
0x57952,16,player_coin_sound_ids,player_coin_sound_ids,,exact_catalog_match,Verified
0x57962,12,early_level_speech_choices,early_level_speech_choices,,exact_catalog_match,Verified
0x5796E,12,later_level_speech_choices,later_level_speech_choices,,exact_catalog_match,Verified
0x5797A,16,character_lowhealth_speech,character_lowhealth_speech,,exact_catalog_match,Verified
0x5798A,36,generator_spawn_object_type,generator_spawn_object_type,,exact_catalog_match,Verified
0x579AE,36,generator_spawn_vpos_correction,generator_spawn_vpos_correction,,exact_catalog_match,Verified
0x579D2,16,death_potion_score_table,death_potion_score_table,,exact_catalog_match,Verified
0x579E2,16,death_potion_popup_type_table,death_potion_popup_type_table,,exact_catalog_match,Verified
0x579F2,60,score_popup_picture_table,score_popup_picture_table,,exact_catalog_match,Verified
0x57A2E,128,monster_contact_damage_table,monster_contact_damage_table,,exact_catalog_match,Verified
0x57AAE,132,character_hurt_sound_banks,character_hurt_sound_banks,,exact_catalog_match,Verified
0x57B32,10,hurt_speech_cooldown_base,hurt_speech_cooldown_base,,exact_catalog_match,Verified
0x57B3C,16,character_hurt_sound_ptrs,character_hurt_sound_ptrs,,exact_catalog_match,Verified
0x57B4C,4,character_hurt_sound_counts,character_hurt_sound_counts,,exact_catalog_match,Verified
0x57B50,24,generator_cell_dx,generator_cell_dx,,exact_catalog_match,Verified
0x57B68,24,generator_cell_dy,generator_cell_dy,,exact_catalog_match,Verified
0x57B80,24,generator_spawn_direction,generator_spawn_direction,,exact_catalog_match,Verified
0x57B98,16,monster_shot_spawn_h_offset,monster_shot_spawn_h_offset,,exact_catalog_match,Verified
0x57BA8,16,monster_shot_spawn_v_offset,monster_shot_spawn_v_offset,,exact_catalog_match,Verified
0x57BB8,16,lobber_shot_spawn_h_offset,lobber_shot_spawn_h_offset,,exact_catalog_match,Verified
0x57BC8,16,lobber_shot_spawn_v_offset,lobber_shot_spawn_v_offset,,exact_catalog_match,Verified
0x57BD8,738,dead_tile_word_block,dead_tile_word_block,,exact_catalog_match,Verified
0x57EBA,320,factory_highscore_records,factory_highscore_records,,exact_catalog_match,Verified
0x57FFA,6,pad_57ffa,Zero alignment padding between factory high scores and the 0x58000 display-record block.,,exact_catalog_match,Verified
0x58000,112,score_coin_initials_records,"Score-per-coin display records plus the “Enter your initials:” prompt, exact range 0x58000–0x5806F",,exact_catalog_match,Verified
0x58070,32,invisibility_flash_masks,invisibility_flash_masks,,exact_catalog_match,Verified
0x58090,8,fighting_anim_end,fighting_anim_end,,exact_catalog_match,Verified
0x58098,16,demo_stream_ptrs,"Demo initial pointer table;Initial demo pointer table (4 longwords, one per player)",,exact_catalog_match,Verified
0x580A8,16,player_speed_normal,player_speed_normal,,exact_catalog_match,Verified
0x580B8,16,player_anim_rate,player_anim_rate,,exact_catalog_match,Verified
0x580C8,16,player_collision_size,player_collision_size,,exact_catalog_match,Verified
0x580D8,16,player_delta_x,player_delta_x,,exact_catalog_match,Verified
0x580E8,16,player_delta_y,player_delta_y,,exact_catalog_match,Verified
0x580F8,4,pad_580f8,player_delta_y,,exact_catalog_match,Verified
0x580FC,32,joystick_nibble_to_direction,joystick_nibble_to_direction,,exact_catalog_match,Verified
0x5811C,32,fight_direction_map,fight_direction_map,,exact_catalog_match,Verified
0x5813C,32,health_drain_table,health_drain_table,,exact_catalog_match,Verified
0x5815C,48,dialog_tip_ptrs,dialog_tip_ptrs;dialog_tip_ptrs,,exact_catalog_match,Verified
0x5818C,56,demo_player0_input_stream,"Player 0 demo input stream (28 command pairs), ending at 0x581C3",,exact_catalog_match,Verified
0x5818C,256,demo_input_streams,"Four adjacent demo-player streams through 0x5828B, split by the pointer table at 0x58098 into 56, 150, 2, and 48 bytes. Commands are 2-byte pairs. First byte 0x00–0xFD = frame duration and second byte = recorded input; 0xFF = show dialog tip whose index is the second byte; 0xFE = join/switch demo player encoded by the second byte.",,exact_catalog_match,Verified
0x581C4,150,demo_player1_input_stream,"Player 1 demo input stream (75 command pairs; primary Elf script), ending at 0x58259",,exact_catalog_match,Verified
0x5825A,2,demo_player2_input_stream,Player 2 demo input stream (one minimal command pair),,exact_catalog_match,Verified
0x5825C,48,demo_player3_input_stream,"Player 3/final demo-stream tail through 0x5828B; the pointer at 0x580A4 starts at 0x5825C, so the formerly isolated 0x5825E–0x5828B bytes belong to this stream",,exact_catalog_match,Verified
0x5828C,642,dialog_tip_records,dialog_tip_records,,exact_catalog_match,Verified
0x5850E,125,attract_display_run_ctrl,attract_display_run_ctrl,,exact_catalog_match,Verified
0x5858B,1,pad_5858b,pad_5858b,,exact_catalog_match,Verified
0x5858C,128,mazeobj_hpos_correction_tbl,mazeobj_hpos_correction_tbl,,exact_catalog_match,Verified
0x5860C,64,mazeobj_vpos_offset_tbl,mazeobj_vpos_offset_tbl,,exact_catalog_match,Verified
0x5864C,64,mazeobj_hsize_tier_tbl,mazeobj_hsize_tier_tbl,,exact_catalog_match,Verified
0x5868C,128,mazeobj_base_picture_tbl,mazeobj_base_picture_tbl,,exact_catalog_match,Verified
0x5870C,62,dead_picture_word_block,dead_picture_word_block,,exact_catalog_match,Verified
0x5874A,256,anim_table_shooting,anim_table_shooting,,exact_catalog_match,Verified
0x5884A,512,anim_table_fighting,anim_table_fighting,,exact_catalog_match,Verified
0x58A4A,64,anim_table_idle,anim_table_idle,,exact_catalog_match,Verified
0x58A8A,256,anim_table_walking,anim_table_walking,,exact_catalog_match,Verified
0x58B8A,128,projectile_picture_table,projectile_picture_table,,exact_catalog_match,Verified
0x58C0A,128,anim_tiles_sorcerer,anim_tiles_sorcerer,,exact_catalog_match,Verified
0x58C8A,16,thief_escape_anim,thief_escape_anim,,exact_catalog_match,Verified
0x58C9A,128,thief_walk_anim,thief_walk_anim,,exact_catalog_match,Verified
0x58D1A,16,thief_idle_by_direction,thief_idle_by_direction,,exact_catalog_match,Verified
0x58D2A,2,pad_58d2a,thief_walk_anim_compact,,exact_catalog_match,Verified
0x58D2C,64,thief_walk_anim_compact,thief_walk_anim_compact,,exact_catalog_match,Verified
0x58D6C,128,mugger_walk_anim,mugger_walk_anim,,exact_catalog_match,Verified
0x58DEC,16,mugger_idle_by_direction,mugger_idle_by_direction,,exact_catalog_match,Verified
0x58DFC,2,pad_58dfc,mugger_walk_anim_compact,,exact_catalog_match,Verified
0x58DFE,64,mugger_walk_anim_compact,mugger_walk_anim_compact,,exact_catalog_match,Verified
0x58E3E,160,special_projectile_picture_table,special_projectile_picture_table,,exact_catalog_match,Verified
0x58EDE,66,monster_projectile_picture_table,monster_projectile_picture_table,,exact_catalog_match,Verified
0x58F20,6,invulnerable_food_pictures,invulnerable_food_pictures,,exact_catalog_match,Verified
0x58F26,128,anim_tiles_ghost,anim_tiles_ghost,,exact_catalog_match,Verified
0x58FA6,128,anim_tiles_grunt,anim_tiles_grunt,,exact_catalog_match,Verified
0x59026,128,anim_tiles_grunt_moving,anim_tiles_grunt_moving,,exact_catalog_match,Verified
0x590A6,128,anim_tiles_demon,anim_tiles_demon,,exact_catalog_match,Verified
0x59126,128,anim_tiles_demon_moving,anim_tiles_demon_moving,,exact_catalog_match,Verified
0x591A6,128,anim_tiles_lobber,anim_tiles_lobber,,exact_catalog_match,Verified
0x59226,128,anim_tiles_sorcerer_moving,anim_tiles_sorcerer_moving,,exact_catalog_match,Verified
0x592A6,128,anim_tiles_death,anim_tiles_death,,exact_catalog_match,Verified
0x592B6,128,anim_tiles_death_moving_view,anim_tiles_death_moving_view,,exact_catalog_match,Verified
0x59336,128,anim_tiles_acid,anim_tiles_acid,,exact_catalog_match,Verified
0x593B6,128,anim_tiles_acid_moving,anim_tiles_acid_moving,,exact_catalog_match,Verified
0x59436,128,anim_tiles_it,anim_tiles_it,,exact_catalog_match,Verified
0x594B6,128,anim_tiles_it_special,anim_tiles_it_special,,exact_catalog_match,Verified
0x59536,128,anim_tiles_monster_special_attack,anim_tiles_monster_special_attack,,exact_catalog_match,Verified
0x595B6,128,anim_tiles_lobber_throw,anim_tiles_lobber_throw,,exact_catalog_match,Verified
0x59636,128,anim_tiles_monster_special_state,anim_tiles_monster_special_state,,exact_catalog_match,Verified
0x596B6,12,shot_damage_base_tbl,shot_damage_base_tbl,,exact_catalog_match,Verified
0x596C2,12,shot_damage_rand_tbl,shot_damage_rand_tbl,,exact_catalog_match,Verified
0x596CE,40,monstshot_damage_tbl,monstshot_damage_tbl,,exact_catalog_match,Verified
0x596F6,64,speech_charname_tbl,speech_charname_tbl,,exact_catalog_match,Verified
0x59736,80,hint_text_ptrs,hint_text_ptrs,,exact_catalog_match,Verified
0x59786,304,hint_text_strings,"Hint text strings (“TRY TRANSPORTABILITY”, “WATCH WHAT YOU SHOOT”, etc.), exact range 0x59786–0x598B5",,exact_catalog_match,Verified
0x598B6,330,hint_speech_records,"Hint records with speech IDs, exact range 0x598B6–0x599FF; records are 10-byte units combining command/speech metadata and a ROM string pointer",,exact_catalog_match,Verified
0x59A00,340,gameplay_tip_strings,"Gameplay tip strings (“MORE PLAYERS ALLOWS HIGHER / BONUS MULTIPLIER”, etc.), exact range 0x59A00–0x59B53 before the maze-decompression pointer table",,exact_catalog_match,Verified
0x59B54,16,maze_decomp_type_ptrs,maze_decomp_type_ptrs,,exact_catalog_match,Verified
0x59B64,24,powerup_bit_masks,powerup_bit_masks,,exact_catalog_match,Verified
0x59B7C,48,powerup_speech_ids,powerup_speech_ids,,exact_catalog_match,Verified
0x59BAC,1620,first_encounter_message_records,first_encounter_message_records,,exact_catalog_match,Verified
0x5A200,128,first_encounter_message_ptrs,first_encounter_message_ptrs,,exact_catalog_match,Verified
0x5A280,128,first_encounter_speech_ids,first_encounter_speech_ids,,exact_catalog_match,Verified
0x5A300,128,first_encounter_alt_message_ptrs,first_encounter_alt_message_ptrs,,exact_catalog_match,Verified
0x5A380,384,powerup_name_strings,powerup_name_strings,,exact_catalog_match,Verified
0x5A500,64,powerup_name_ptrs,powerup_name_ptrs,,exact_catalog_match,Verified
0x5A540,46,monster_legend_labels,"Monster-legend header/value strings (“Type”, “Fight”, “Shoot”, “Magic”, blank, “NO”, “YES”, “STUN”), ending at 0x5A56D",,exact_catalog_match,Verified
0x5A56E,258,monster_legend_cells,monster_legend_cells,,exact_catalog_match,Verified
0x5A670,110,monster_object_name_strings,"Monster/object name strings: “GHOST”, “GRUNT”, “DEMON”, “LOBBER”, “SORCERER”, etc.; exact range 0x5A670–0x5A6DD",,exact_catalog_match,Verified
0x5A6DE,284,legend_powerup_desc_chain,legend_powerup_desc_chain,,exact_catalog_match,Verified
0x5A7FA,116,legend_object_desc_chain,legend_object_desc_chain,,exact_catalog_match,Verified
0x5A86E,94,legend_wallfloor_desc_chain,legend_wallfloor_desc_chain,,exact_catalog_match,Verified
0x5A8CC,220,legend_credit_roles_chain,legend_credit_roles_chain,,exact_catalog_match,Verified
0x5A9A8,192,legend_credit_name_strings,legend_credit_name_strings,,exact_catalog_match,Verified
0x5AA68,178,legend_credit_names_chain,legend_credit_names_chain,,exact_catalog_match,Verified
0x5AB1A,12,treasure_bonus_coin_label,treasure_bonus_coin_label,,exact_catalog_match,Verified
0x5AB26,12,treasure_bonus_treasure_label,treasure_bonus_treasure_label,,exact_catalog_match,Verified
0x5AB32,8,treasure_bonus_equals_label,treasure_bonus_equals_label,,exact_catalog_match,Verified
0x5AB3A,12,treasure_no_bonus_label,treasure_no_bonus_label,,exact_catalog_match,Verified
0x5AB46,18,treasure_5000_coin_label,treasure_5000_coin_label,,exact_catalog_match,Verified
0x5AB58,12,treasure_no_bonus_label_alt,treasure_no_bonus_label_alt,,exact_catalog_match,Verified
0x5AB64,44,treasure_seconds_speech,treasure_seconds_speech,,exact_catalog_match,Verified
0x5AB90,80,treasure_fake_countdown_sequences,treasure_fake_countdown_sequences,,exact_catalog_match,Verified
0x5ABE0,16,treasure_fake_countdown_ptrs,treasure_fake_countdown_ptrs,,exact_catalog_match,Verified
0x5ABF0,8,treasure_fakeout_speech,treasure_fakeout_speech,,exact_catalog_match,Verified
0x5ABF8,16,treasure_timeout_speech,treasure_timeout_speech,,exact_catalog_match,Verified
0x5AC08,16,treasure_warning_speech,treasure_warning_speech,,exact_catalog_match,Verified
0x5AC18,8,treasure_warning_delay,treasure_warning_delay,,exact_catalog_match,Verified
0x5AC20,14,logo_brightness_seq,logo_brightness_seq,,exact_catalog_match,Verified
0x5AC2E,32,logo_motion_program_full,logo_motion_program_full,,exact_catalog_match,Verified
0x5AC4E,16,logo_motion_program_short,logo_motion_program_short,,exact_catalog_match,Verified
0x5AC5E,192,fixed_playfield_palette_bank,fixed_playfield_palette_bank,,exact_catalog_match,Verified
0x5AD1E,128,alpha_palette_init,alpha_palette_init,,exact_catalog_match,Verified
0x5AD9E,128,mob_palette_init,mob_palette_init,,exact_catalog_match,Verified
0x5AE1E,384,mob_palette_extended,mob_palette_extended,,exact_catalog_match,Verified
0x5AF9E,16,character_palette_ptrs,character_palette_ptrs,,exact_catalog_match,Verified
0x5AFA6,128,aux_palette_init,aux_palette_init,,exact_catalog_match,Verified
0x5AFAE,96,tport_palette_cycle_blocks,tport_palette_cycle_blocks,,exact_catalog_match,Verified
0x5B00E,512,character_full_palettes,"Four character full palettes (128 B each): Warrior, Valkyrie, Wizard, Elf. Each has four 32-byte sub-palettes (normal/poisoned/ghost/invulnerable); exact range 0x5B00E–0x5B20D",,exact_catalog_match,Verified
0x5B20E,72,player0_hurt_palette_cycle,player0_hurt_palette_cycle,,exact_catalog_match,Verified
0x5B256,72,player1_hurt_palette_cycle,player1_hurt_palette_cycle,,exact_catalog_match,Verified
0x5B29E,72,player2_hurt_palette_cycle,player2_hurt_palette_cycle,,exact_catalog_match,Verified
0x5B2E6,72,player3_hurt_palette_cycle,player3_hurt_palette_cycle,,exact_catalog_match,Verified
0x5B32E,192,player0_power_palette_cycle,player0_power_palette_cycle,,exact_catalog_match,Verified
0x5B3EE,192,player1_power_palette_cycle,player1_power_palette_cycle,,exact_catalog_match,Verified
0x5B4AE,192,player2_power_palette_cycle,player2_power_palette_cycle,,exact_catalog_match,Verified
0x5B56E,192,player3_power_palette_cycle,player3_power_palette_cycle,,exact_catalog_match,Verified
0x5B62E,12,thief_stealable_power_masks,thief_stealable_power_masks,,exact_catalog_match,Verified
0x5B63A,16,thief_contact_damage,thief_contact_damage,,exact_catalog_match,Verified
0x5B64A,18,direction_column_delta,direction_column_delta,,exact_catalog_match,Verified
0x5B65C,18,direction_row_delta,direction_row_delta,,exact_catalog_match,Verified
0x5B66E,64,maze_object_traversability_flags,maze_object_traversability_flags,,exact_catalog_match,Verified
0x5B6AE,64,thief_collision_remove_flags,thief_collision_remove_flags,,exact_catalog_match,Verified
0x5B6EE,12,thief_hurt_sound_choices,thief_hurt_sound_choices,,exact_catalog_match,Verified
0x5B6FA,8,thief_player_speech_ids,thief_player_speech_ids,,exact_catalog_match,Verified
0x5B702,8,mugger_player_speech_ids,mugger_player_speech_ids,,exact_catalog_match,Verified
0x5B70A,18,thief_direction_step_size,thief_direction_step_size,,exact_catalog_match,Verified
0x5B71C,8,tport_direction_rotation,tport_direction_rotation,,exact_catalog_match,Verified
