address,name,catalogs,confidence
0x42E9A,maze_randomplace,maze_contracts.csv,Verified
0x42F86,eeprom_load_config,player_lifecycle_contracts.csv,Verified
0x43192,eeprom_write,player_lifecycle_contracts.csv,Verified
0x431EE,eeprom_periodic_write,main_loop_contracts.csv;player_lifecycle_contracts.csv,Verified
0x4327A,one_time_init,main_loop_contracts.csv;startup_attract_contracts.csv,Verified
0x43360,player_resetcounters,player_lifecycle_contracts.csv,Verified
0x4341E,player_resetall,player_lifecycle_contracts.csv,Verified
0x43486,init_display,startup_attract_contracts.csv,Verified
0x436CC,get_random_maze_flags,maze_contracts.csv,Verified
0x436FE,maze_load_pickup_config,maze_contracts.csv,Verified
0x43826,slapstic_cmd_bitwise,maze_contracts.csv,Verified
0x438AE,maze_new_level_setup,maze_contracts.csv,Verified
0x43D8C,maze_scan_objects,maze_contracts.csv,Verified
0x43F68,maze_addrandompickups,maze_contracts.csv,Verified
0x44204,start_attract_to_game,startup_attract_contracts.csv,Verified
0x4438E,load_attract_display_tilemap,startup_attract_contracts.csv,Verified
0x44414,start_attract_screen,startup_attract_contracts.csv,Verified
0x44562,main_attract,main_loop_contracts.csv;startup_attract_contracts.csv,Verified
0x449CC,attract_noop_hook,startup_attract_contracts.csv,Verified
0x449D4,attract_demo_init,startup_attract_contracts.csv,Verified
0x44A82,game_playfield_init,startup_attract_contracts.csv,Verified
0x44AC2,maze_setupnew,maze_contracts.csv,Verified
0x44C7E,show_continue_prompt,player_lifecycle_contracts.csv,Verified
0x44DB4,show_level_start_screen,startup_attract_contracts.csv,Verified
0x4526A,maze_show,maze_contracts.csv,Verified
0x4529A,maze_hide,maze_contracts.csv,Verified
0x452D0,setup_infopanel,maze_contracts.csv;player_lifecycle_contracts.csv;score_coin_dialog_contracts.csv,Verified
0x457C0,main_score_display,main_loop_contracts.csv;score_coin_dialog_contracts.csv,Verified
0x45866,player_it_label_set,player_runtime_contracts.csv,Verified
0x4590E,player_it_label_clear,player_runtime_contracts.csv,Verified
0x45940,draw_player_score,score_coin_dialog_contracts.csv,Verified
0x459A2,draw_player_health,score_coin_dialog_contracts.csv,Verified
0x45ACA,player_inv_update,player_runtime_contracts.csv,Verified
0x45BE8,string_length,player_runtime_contracts.csv,Verified
0x45C00,main_open_doors,main_loop_contracts.csv,Verified
0x45E40,maze_place_object,maze_contracts.csv,Verified
0x462AE,dragon_reserve_footprint_cell,maze_contracts.csv,Verified
0x4631C,maze_tile_write_at,maze_contracts.csv,Verified
0x4664C,main_handle_death,main_loop_contracts.csv,Verified
0x466F6,main_health_countdown,main_loop_contracts.csv,Verified
0x46C5E,scroll_to_slot,maze_contracts.csv,Verified
0x46CAA,main_scroll_playfield,main_loop_contracts.csv,Verified
0x46F56,set_scroll_pos,maze_contracts.csv,Verified
0x46FEA,main_handle_potions,main_loop_contracts.csv,Verified
0x4715E,main_score_update,main_loop_contracts.csv;score_coin_dialog_contracts.csv,Verified
0x474F6,main_handle_shots,main_loop_contracts.csv,Verified
0x47C0E,tport_cycle_start,tport_forcefield_contracts.csv,Verified
0x47CFE,handle_tport,tport_forcefield_contracts.csv,Verified
0x47DAE,shot_impact_spawn,monster_combat_contracts.csv,Verified
0x47FAC,open_timed_doors,player_runtime_contracts.csv,Verified
0x4800C,main_start_game,main_loop_contracts.csv;startup_attract_contracts.csv,Verified
0x486FE,secret_check,thief_secret_contracts.csv,Verified
0x48754,speech_welcome,player_lifecycle_contracts.csv,Verified
0x487CA,player_lowhealth,player_runtime_contracts.csv,Verified
0x488CA,player_coindrop,player_lifecycle_contracts.csv;score_coin_dialog_contracts.csv,Verified
0x489B8,remove_dying_player_sprites,player_lifecycle_contracts.csv,Verified
0x48A36,player_join_finalize,player_lifecycle_contracts.csv,Verified
0x48B58,update_monster_bonus_from_score_per_coin,score_coin_dialog_contracts.csv,Verified
0x48BB6,player_join,player_lifecycle_contracts.csv,Verified
0x48BEC,player_start_inner,player_lifecycle_contracts.csv,Verified
0x48F12,tile_occupancy_test,movement_path_contracts.csv,Verified
0x49034,main_move_monsters,main_loop_contracts.csv,Verified
0x490DC,monster_create_shot,monster_combat_contracts.csv,Verified
0x492C0,handle_generate,monster_combat_contracts.csv,Verified
0x49446,death_potion_score,player_runtime_contracts.csv,Verified
0x49498,playfield_showscore,score_coin_dialog_contracts.csv,Verified
0x495A6,monster_playerhit,monster_combat_contracts.csv,Verified
0x49A3C,death_damage_accumulate,player_runtime_contracts.csv,Verified
0x49A98,player_hurt_speech_timer,player_runtime_contracts.csv,Verified
0x49B44,ascii_to_alpha_glyph,player_runtime_contracts.csv,Verified
0x49BD0,highscore_table_init,score_coin_dialog_contracts.csv,Verified
0x49D0E,highscore_check,score_coin_dialog_contracts.csv,Verified
0x49DE6,player_death_sequence,player_lifecycle_contracts.csv,Verified
0x4A124,attract_highscores,score_coin_dialog_contracts.csv,Verified
0x4A2CA,draw_player_initials_entry,player_lifecycle_contracts.csv;score_coin_dialog_contracts.csv,Verified
0x4A44A,name_entry_draw_large_char,player_runtime_contracts.csv,Verified
0x4A53A,main_move_players,main_loop_contracts.csv,Verified
0x4AD4E,sound_speech_play,score_coin_dialog_contracts.csv,Verified
0x4AD76,sound_play,score_coin_dialog_contracts.csv,Verified
0x4ADAE,sound_queue_reset,orchestration_sound_contracts.csv,Verified
0x4ADD6,enqueue_sound,orchestration_sound_contracts.csv,Verified
0x4AE20,main_update_sound,main_loop_contracts.csv,Verified
0x4AEA0,shot_onscreen_check,monster_combat_contracts.csv,Verified
0x4AF50,resolve_shot_hit,monster_combat_contracts.csv,Verified
0x4BE24,level_splash,maze_contracts.csv,Verified
0x4C1BC,maze_decode,maze_contracts.csv,Verified
0x4C440,dialog_first_encounter,score_coin_dialog_contracts.csv,Verified
0x4C70A,dialog_clear_message,score_coin_dialog_contracts.csv,Verified
0x4C72A,player_give_item_with_message,score_coin_dialog_contracts.csv,Verified
0x4C9A2,demo_speech_cmd,startup_attract_contracts.csv,Verified
0x4CB50,dialog_position_box,score_coin_dialog_contracts.csv,Verified
0x4CCBC,main_msgbox_countdown,main_loop_contracts.csv;score_coin_dialog_contracts.csv,Verified
0x4CD1C,load_legend_page,startup_attract_contracts.csv,Verified
0x4CDB8,draw_legend_monsters_page,startup_attract_contracts.csv,Verified
0x4CFAE,draw_legend_overview_page,startup_attract_contracts.csv,Verified
0x4CFDA,draw_legend_rules_page,startup_attract_contracts.csv,Verified
0x4D12E,alpha_clear_rect,orchestration_sound_contracts.csv,Verified
0x4D1A4,secret_bonus_earned,player_lifecycle_contracts.csv;score_coin_dialog_contracts.csv,Verified
0x4D29E,main_treasure_timer,main_loop_contracts.csv,Verified
0x4D476,show_level_end_bonus_screen,player_lifecycle_contracts.csv,Verified
0x4D900,player_activecount,player_lifecycle_contracts.csv,Verified
0x4D956,scroll_apply,startup_attract_contracts.csv,Verified
0x4DA3E,title_logo_init,startup_attract_contracts.csv,Verified
0x4DCBA,main_logo_updcolors,main_loop_contracts.csv;startup_attract_contracts.csv,Verified
0x4DE76,score_screen_color_cycle,score_coin_dialog_contracts.csv,Verified
0x4DEB8,main_start_thief,main_loop_contracts.csv,Verified
0x4DFF6,thief_target_calc,dragon_thief_exit_contracts.csv,Verified
0x4E122,thief_exit,dragon_thief_exit_contracts.csv,Verified
0x4E172,thief_end_dodge,thief_secret_contracts.csv,Verified
0x4E1B8,thief_begin_dodge,thief_secret_contracts.csv,Verified
0x4E1FE,thief_steal_from_player,dragon_thief_exit_contracts.csv,Verified
0x4E432,thief_setup,dragon_thief_exit_contracts.csv,Verified
0x4E4D8,thief_timer_set,dragon_thief_exit_contracts.csv,Verified
0x4E630,thief_track_victim_move,thief_secret_contracts.csv,Verified
0x4E684,tport_route_connect,tport_forcefield_contracts.csv,Verified
0x4E73A,tport_route_connect_if_empty,tport_forcefield_contracts.csv,Verified
0x4E7C0,tport_find_id,tport_forcefield_contracts.csv,Verified
0x4E7FC,thief_test_move_tile,dragon_thief_exit_contracts.csv,Verified
0x4E8DC,main_thief_anim,dragon_thief_exit_contracts.csv;main_loop_contracts.csv,Verified
0x4EE0A,thief_probe_axis,dragon_thief_exit_contracts.csv,Verified
0x4EE7A,thief_move_engine,dragon_thief_exit_contracts.csv,Verified
0x4F5C8,thief_remove_and_drop_loot,dragon_thief_exit_contracts.csv,Verified
0x4F742,thief_handle_tile_collision,dragon_thief_exit_contracts.csv,Verified
0x4F912,thief_compute_path,dragon_thief_exit_contracts.csv,Verified
0x4FAD4,thief_enter_tport,dragon_thief_exit_contracts.csv,Verified
0x4FBFC,thief_start_tport_anim,dragon_thief_exit_contracts.csv,Verified
0x4FCF0,thief_find_aligned_shooter,thief_secret_contracts.csv,Verified
0x4FEB2,corner_squeeze_geometry,player_collision_contracts.csv,Verified
0x50224,player_tport,tport_forcefield_contracts.csv,Verified
0x50616,tport_player_flash,tport_forcefield_contracts.csv,Verified
0x50662,tport_player_move,tport_forcefield_contracts.csv,Verified
0x50ADE,tport_check_dest,tport_forcefield_contracts.csv,Verified
0x50B88,tport_restore_player_picture,tport_forcefield_contracts.csv,Verified
0x50BB8,scan_move_path_interactions,movement_path_contracts.csv,Verified
0x50C7A,resolve_move_tile_interaction,movement_path_contracts.csv,Verified
0x50D14,nearby_mob_clearance_test,movement_path_contracts.csv,Verified
0x50E34,player_damage_sample_update,player_runtime_contracts.csv,Verified
0x50FD2,path_grid_set_low_direction,movement_path_contracts.csv,Verified
0x51000,path_grid_set_high_direction_if_empty,movement_path_contracts.csv,Verified
0x5103E,path_grid_get_direction,movement_path_contracts.csv,Verified
0x5107A,tport_route_write_pair,tport_forcefield_contracts.csv,Verified
0x510BC,tport_route_read_pair,tport_forcefield_contracts.csv,Verified
0x510FC,calc_direction,movement_path_contracts.csv,Verified
0x511AC,player_tile_interact,player_runtime_contracts.csv,Verified
0x51E80,door_record_endpoints,movement_path_contracts.csv,Verified
0x51FAE,door_scan_vertical_endpoints,movement_path_contracts.csv,Verified
0x5207C,door_scan_horizontal_endpoints,movement_path_contracts.csv,Verified
0x5214C,player_add_score_with_mult,score_coin_dialog_contracts.csv,Verified
0x52192,mob_collision_test,player_collision_contracts.csv,Verified
0x5287C,main_exit_move,dragon_thief_exit_contracts.csv;main_loop_contracts.csv,Verified
0x52B06,exit_get_id,dragon_thief_exit_contracts.csv,Verified
0x52B40,player_exit_sequence,dragon_thief_exit_contracts.csv,Verified
0x52ECA,maze_checknum,maze_contracts.csv,Verified
0x52F26,maze_forcefield_setup,tport_forcefield_contracts.csv,Verified
0x52FBE,consume_forcefield_code,tport_forcefield_contracts.csv,Verified
0x5303A,wall_crumble,monster_combat_contracts.csv,Verified
0x5317C,game_options_display,orchestration_sound_contracts.csv,Verified
0x53346,check_forcefield_collision,tport_forcefield_contracts.csv,Verified
0x53398,forcefield_segments_setup,tport_forcefield_contracts.csv,Verified
0x53666,player_create_shot,player_runtime_contracts.csv,Verified
0x53818,shot_reflect_calc,monster_combat_contracts.csv,Verified
0x53D10,dragon_update_segments,dragon_thief_exit_contracts.csv,Verified
0x53E4A,dragon_choose_move_direction,dragon_thief_exit_contracts.csv,Verified
0x540E8,dragon_find_free_shot_slot,dragon_thief_exit_contracts.csv,Verified
0x54112,dragon_shot_hit,monster_combat_contracts.csv,Verified
0x54454,main_handle_dragon,dragon_thief_exit_contracts.csv;main_loop_contracts.csv,Verified
0x54748,dragon_fire_setup,dragon_thief_exit_contracts.csv,Verified
0x5496E,dragon_setup_segments,dragon_thief_exit_contracts.csv,Verified
0x549EA,dragon_player_proximity,dragon_thief_exit_contracts.csv,Verified
0x54AF8,dragon_any_segment_near_screen,dragon_thief_exit_contracts.csv,Verified
0x54B68,dragon_shot_hitbox_adjust,monster_combat_contracts.csv,Verified
0x54BE0,secret_code_build,thief_secret_contracts.csv,Verified
0x54EC6,secret_getname,thief_secret_contracts.csv,Verified
0x54FE8,secret_name_entry_update,player_runtime_contracts.csv,Verified
0x55440,name_entry_step_char,player_runtime_contracts.csv,Verified
0x554B6,name_entry_draw_char,player_runtime_contracts.csv,Verified
0x5554E,name_entry_step_char_copy,player_runtime_contracts.csv,Verified
0x555C4,name_entry_draw_char_copy,player_runtime_contracts.csv,Verified
0x56E58,slapstic_cmd_bank0,maze_contracts.csv,Verified
0x56E6E,slapstic_cmd_bank3,maze_contracts.csv,Verified
0x56E84,slapstic_cmd_bankX,maze_contracts.csv,Verified
0x56E90,slapstic_cmd_maze_init,maze_contracts.csv,Verified
0x56E98,slapstic_cmd_bankX_special,maze_contracts.csv,Verified
0x56EAA,slapstic_verify,maze_contracts.csv,Verified
0x5DC58,mob_create,mob_list_contracts.csv,Verified
0x5DCBC,moblist_insert,mob_list_contracts.csv,Verified
0x5DD72,moblist_replace,mob_list_contracts.csv,Verified
0x5DDA8,moblist_remove,mob_list_contracts.csv,Verified
0x5DDDA,moblist_remove_and_clear,mob_list_contracts.csv,Verified
0x5DE0A,move_mob_slot,mob_list_contracts.csv,Verified
0x5DE44,moblist_remove_and_clear_regs,mob_list_contracts.csv,Verified
0x5DED4,moblist_unlink_regs,mob_list_contracts.csv,Verified
0x5DF5A,mob_place_tport_anim,tport_forcefield_contracts.csv,Verified
0x5DF68,mob_place_shot,mob_list_contracts.csv,Verified
0x5DF72,mob_place_anim,mob_list_contracts.csv,Verified
0x5DF80,exit_create_player_anim,dragon_thief_exit_contracts.csv,Verified
0x5DF8E,tport_create_splodey,tport_forcefield_contracts.csv,Verified
0x5DF9C,mob_place_explosion,mob_list_contracts.csv,Verified
0x5DFA6,insert_mob_depth_sorted,mob_list_contracts.csv,Verified
0x5E064,mob_depth_remove,mob_list_contracts.csv,Verified
0x5E10C,ray_march_down,player_collision_contracts.csv,Verified
0x5E1D8,ray_march_up,player_collision_contracts.csv,Verified
0x5E2A2,ray_march_left,player_collision_contracts.csv,Verified
0x5E35E,ray_march_right,player_collision_contracts.csv,Verified
0x5E41A,main_walls_random_move,main_loop_contracts.csv,Verified
0x5E536,pf_stamp_update,playfield_floor_contracts.csv,Verified
0x5E542,pf_stamp_update_regs,playfield_floor_contracts.csv,Verified
0x5E57E,tile_on_screen_d4,playfield_floor_contracts.csv,Verified
0x5E584,tile_on_screen_test,playfield_floor_contracts.csv,Verified
0x5E5D2,tile_near_screen_d4,playfield_floor_contracts.csv,Verified
0x5E5D8,tile_near_screen_test,playfield_floor_contracts.csv,Verified
0x5E62A,main_walls_cyclic_move,main_loop_contracts.csv,Verified
0x5E7A6,maze_place_object_types,playfield_floor_contracts.csv,Verified
0x5E80C,maze_convert_walls_to_exits,playfield_floor_contracts.csv,Verified
0x5E868,maze_special_floor,playfield_floor_contracts.csv,Verified
0x5E888,pf_floor_draw_xy,playfield_floor_contracts.csv,Verified
0x5E892,pf_floor_update,playfield_floor_contracts.csv,Verified
0x5EA00,maze_floor_decor,playfield_floor_contracts.csv,Verified
0x5EA26,pf_isblankfloor_stack,playfield_floor_contracts.csv,Verified
0x5EA2E,pf_isblankfloor,playfield_floor_contracts.csv,Verified
0x5EA66,pf_is_connectable_floor_xy,playfield_floor_contracts.csv,Verified
0x5EAB8,pf_wall_draw,wall_door_contracts.csv,Verified
0x5EAC2,pf_wall_draw_stack,wall_door_contracts.csv,Verified
0x5F024,wall_place_playfield_update,wall_door_contracts.csv,Verified
0x5F2C0,maze_init_walls,wall_door_contracts.csv,Verified
0x5F310,mob_place_tile,wall_door_contracts.csv,Verified
0x5F31E,pf_replace,wall_door_contracts.csv,Verified
0x5F598,refresh_tile_visual_stack,wall_door_contracts.csv,Verified
0x5F5A0,refresh_tile_visual,wall_door_contracts.csv,Verified
0x5F644,refresh_tile_visual_legacy,wall_door_contracts.csv,Verified
0x5F772,pf_isdoor_stack,wall_door_contracts.csv,Verified
0x5F77A,pf_isdoor,wall_door_contracts.csv,Verified
0x5F7C0,maze_doors_setup,wall_door_contracts.csv,Verified
0x5F7F0,pf_door_update_surrounding_xy,wall_door_contracts.csv,Verified
0x5F7FA,pf_door_update_surrounding,wall_door_contracts.csv,Verified
0x5F876,pf_door_draw_xy,wall_door_contracts.csv,Verified
0x5F880,pf_door_draw,wall_door_contracts.csv,Verified
0x5FC22,random_seeded,utility_init_contracts.csv,Verified
0x5FC26,random_bound_stack_core,utility_init_contracts.csv,Verified
0x5FC2C,random_core,utility_init_contracts.csv,Verified
0x5FC46,random_word,utility_init_contracts.csv,Verified
0x5FC4E,getrandom,utility_init_contracts.csv,Verified
0x5FC56,pf_isff_d0,tport_forcefield_contracts.csv,Verified
0x5FC5E,pf_isff,tport_forcefield_contracts.csv,Verified
0x5FCCE,pf_palette_clear,utility_init_contracts.csv,Verified
0x5FD14,display_state_clear,utility_init_contracts.csv,Verified
0x5FD58,memclear,utility_init_contracts.csv,Verified
0x5FD64,memclear_core,utility_init_contracts.csv,Verified
0x5FD6A,copy_longwords,utility_init_contracts.csv,Verified
0x5FD80,palette_fade_copy,utility_init_contracts.csv,Verified
0x5FDB8,supersorc_place_helper,utility_init_contracts.csv,Verified
0x5FDE0,supersorc_place,utility_init_contracts.csv,Verified
